Time,q_L_arm_0,q_L_arm_1,q_L_arm_2,q_L_arm_3,q_L_arm_4,q_L_arm_5,q_L_arm_6,q_L_arm_des_0,q_L_arm_des_1,q_L_arm_des_2,q_L_arm_des_3,q_L_arm_des_4,q_L_arm_des_5,q_L_arm_des_6,q_L_hand_0,q_L_hand_1,q_L_hand_2,q_L_hand_3,q_L_hand_4,q_L_hand_5,q_L_hand_6,q_L_hand_7,q_L_hand_8,q_L_hand_9,q_L_hand_10,q_L_hand_des_0,q_L_hand_des_1,q_L_hand_des_2,q_L_hand_des_3,q_L_hand_des_4,q_L_hand_des_5,q_L_hand_des_6,q_L_hand_des_7,q_L_hand_des_8,q_L_hand_des_9,q_L_hand_des_10,q_R_arm_0,q_R_arm_1,q_R_arm_2,q_R_arm_3,q_R_arm_4,q_R_arm_5,q_R_arm_6,q_R_arm_des_0,q_R_arm_des_1,q_R_arm_des_2,q_R_arm_des_3,q_R_arm_des_4,q_R_arm_des_5,q_R_arm_des_6,q_R_hand_0,q_R_hand_1,q_R_hand_2,q_R_hand_3,q_R_hand_4,q_R_hand_5,q_R_hand_6,q_R_hand_7,q_R_hand_8,q_R_hand_9,q_R_hand_10,q_R_hand_des_0,q_R_hand_des_1,q_R_hand_des_2,q_R_hand_des_3,q_R_hand_des_4,q_R_hand_des_5,q_R_hand_des_6,q_R_hand_des_7,q_R_hand_des_8,q_R_hand_des_9,q_R_hand_des_10
0.035,4.65607e-21,7.98634e-20,-1.02505e-20,-1.57,-9.30318e-21,-1.1151e-21,3.52864e-21,0,0,0,-1.57,0,0,-0,9.15696e-22,3.13222e-21,-1.33156e-21,-6.38432e-23,-1.41908e-23,-3.48806e-23,-7.0737e-24,-5.60331e-23,-1.21443e-23,-1.16665e-22,-6.60049e-24,0,0,0,0,0,0,0,0,0,0,0,0.00320138,0.00174638,-5.3521e-05,-1.56517,-4.21668e-06,5.39301e-06,0.000467632,0,0,0,-1.57,0,0,-0,-5.36894e-06,-3.03672e-06,7.32569e-07,-4.63644e-07,-1.35796e-07,-4.50864e-07,-1.74531e-07,-2.966e-07,-1.08737e-07,-1.96465e-07,-7.7332e-08,0,0,0,0,0,0,0,0,0,0,0
0.036,5.63645e-21,8.35773e-20,-1.11414e-20,-1.57,-7.91837e-21,-1.19489e-21,3.04087e-21,0,0,0,-1.57,0,0,-0,8.6642e-22,2.82819e-21,-1.43785e-21,-6.43116e-23,-1.41443e-23,-3.63677e-23,-7.38296e-24,-5.69143e-23,-1.21967e-23,-1.20509e-22,-6.82835e-24,0,0,0,0,0,0,0,0,0,0,0,0.00335665,0.00182037,-5.23303e-05,-1.56498,-4.26651e-06,5.65308e-06,0.000489226,0,0,0,-1.57,0,0,-0,-5.6146e-06,-3.0331e-06,7.65495e-07,-4.84594e-07,-1.41606e-07,-4.72136e-07,-1.82169e-07,-3.11841e-07,-1.13618e-07,-2.07954e-07,-8.08865e-08,0,0,0,0,0,0,0,0,0,0,0
0.037,6.44521e-21,9.1632e-20,-1.36752e-20,-1.57,-1.09986e-20,-1.39401e-21,2.57107e-21,0,0,0,-1.57,0,0,-0,8.31846e-22,3.35006e-21,-1.40481e-21,-6.72384e-23,-1.46587e-23,-3.86595e-23,-7.83674e-24,-5.90885e-23,-1.29593e-23,-1.25969e-22,-7.24008e-24,0,0,0,0,0,0,0,0,0,0,0,0.00351393,0.00189473,-5.10137e-05,-1.56478,-4.31175e-06,5.91389e-06,0.000511007,0,0,0,-1.57,0,0,-0,-5.86272e-06,-3.02286e-06,7.9851e-07,-5.05722e-07,-1.47434e-07,-4.93651e-07,-1.89845e-07,-3.27338e-07,-1.18529e-07,-2.19716e-07,-8.44677e-08,0,0,0,0,0,0,0,0,0,0,0
0.038,6.92514e-21,9.10813e-20,-1.24865e-20,-1.57,-9.4221e-21,-1.32788e-21,3.9179e-21,0,0,0,-1.57,0,0,-0,1.06236e-21,3.84406e-21,-1.51001e-21,-6.93112e-23,-1.50642e-23,-3.9292e-23,-7.98647e-24,-6.32303e-23,-1.39299e-23,-1.2847e-22,-7.33494e-24,0,0,0,0,0,0,0,0,0,0,0,0.00367311,0.0019694,-4.95799e-05,-1.56458,-4.35262e-06,6.17487e-06,0.000532959,0,0,0,-1.57,0,0,-0,-6.11308e-06,-3.00619e-06,8.31573e-07,-5.27009e-07,-1.53276e-07,-5.1539e-07,-1.97551e-07,-3.43078e-07,-1.23466e-07,-2.31743e-07,-8.80719e-08,0,0,0,0,0,0,0,0,0,0,0
0.039,6.44696e-21,9.04383e-20,-1.1088e-20,-1.57,-1.23543e-20,-1.21719e-21,1.33614e-21,0,0,0,-1.57,0,0,-0,1.04011e-21,4.07107e-21,-1.47483e-21,-6.85631e-23,-1.53547e-23,-3.94341e-23,-8.02371e-24,-6.28418e-23,-1.37664e-23,-1.26715e-22,-7.41605e-24,0,0,0,0,0,0,0,0,0,0,0,0.00383409,0.00204434,-4.80376e-05,-1.56438,-4.38935e-06,6.43542e-06,0.000555065,0,0,0,-1.57,0,0,-0,-6.36548e-06,-2.98326e-06,8.64645e-07,-5.48439e-07,-1.59124e-07,-5.37334e-07,-2.05279e-07,-3.59047e-07,-1.28425e-07,-2.44024e-07,-9.16956e-08,0,0,0,0,0,0,0,0,0,0,0
0.04,5.79647e-21,9.42046e-20,-1.16302e-20,-1.57,-1.06016e-20,-1.25352e-21,-1.21231e-21,0,0,0,-1.57,0,0,-0,9.90898e-22,4.01848e-21,-1.57717e-21,-6.85802e-23,-1.51861e-23,-4.04057e-23,-8.17952e-24,-6.53167e-23,-1.3685e-23,-1.34241e-22,-7.56043e-24,0,0,0,0,0,0,0,0,0,0,0,0.00399675,0.0021195,-4.63955e-05,-1.56418,-4.42216e-06,6.69494e-06,0.000577311,0,0,0,-1.57,0,0,-0,-6.61971e-06,-2.95428e-06,8.97686e-07,-5.69992e-07,-1.64975e-07,-5.59465e-07,-2.13022e-07,-3.75231e-07,-1.334e-07,-2.56548e-07,-9.53352e-08,0,0,0,0,0,0,0,0,0,0,0
0.041,5.06253e-21,9.79693e-20,-1.21176e-20,-1.57,-9.02338e-21,-1.29107e-21,5.1707e-22,0,0,0,-1.57,0,0,-0,1.21713e-21,3.12894e-21,-1.67831e-21,-7.28754e-23,-1.50048e-23,-4.13328e-23,-8.32653e-24,-6.56125e-23,-1.36075e-23,-1.37362e-22,-7.71434e-24,0,0,0,0,0,0,0,0,0,0,0,0.00416101,0.00219483,-4.46622e-05,-1.56399,-4.45128e-06,6.95286e-06,0.000599682,0,0,0,-1.57,0,0,-0,-6.87556e-06,-2.91945e-06,9.3066e-07,-5.91649e-07,-1.70822e-07,-5.81763e-07,-2.20774e-07,-3.91616e-07,-1.38387e-07,-2.69305e-07,-9.89873e-08,0,0,0,0,0,0,0,0,0,0,0
0.042,6.63588e-21,9.75313e-20,-1.12421e-20,-1.57,-7.61486e-21,-1.25113e-21,-6.24441e-22,0,0,0,-1.57,0,0,-0,1.43818e-21,3.08389e-21,-1.70734e-21,-7.50603e-23,-1.59978e-23,-4.21861e-23,-8.5545e-24,-6.55714e-23,-1.40886e-23,-1.39856e-22,-7.8572e-24,0,0,0,0,0,0,0,0,0,0,0,0.00432674,0.0022703,-4.28461e-05,-1.56379,-4.47693e-06,7.20859e-06,0.000622165,0,0,0,-1.57,0,0,-0,-7.13282e-06,-2.87897e-06,9.63529e-07,-6.13394e-07,-1.7666e-07,-6.04211e-07,-2.28526e-07,-4.0819e-07,-1.43381e-07,-2.82283e-07,-1.02648e-07,0,0,0,0,0,0,0,0,0,0,0
0.043,6.5094e-21,9.7212e-20,-1.02124e-20,-1.57,-1.9985e-21,-1.1841e-21,4.54217e-22,0,0,0,-1.57,0,0,-0,1.09436e-21,3.02141e-21,-1.7378e-21,-7.90764e-23,-1.58112e-23,-4.24244e-23,-8.6157e-24,-6.47988e-23,-1.49385e-23,-1.41425e-22,-7.86301e-24,0,0,0,0,0,0,0,0,0,0,0,0.00449387,0.00234585,-4.09556e-05,-1.56359,-4.49935e-06,7.46159e-06,0.000644746,0,0,0,-1.57,0,0,-0,-7.39129e-06,-2.83306e-06,9.9626e-07,-6.35208e-07,-1.82485e-07,-6.2679e-07,-2.36273e-07,-4.24937e-07,-1.48378e-07,-2.95472e-07,-1.06315e-07,0,0,0,0,0,0,0,0,0,0,0
0.044,6.84799e-21,1.01078e-19,-1.08741e-20,-1.57,-9.99652e-21,-1.22672e-21,1.81517e-21,0,0,0,-1.57,0,0,-0,1.08671e-21,3.2444e-21,-1.69911e-21,-8.0624e-23,-1.55863e-23,-4.34699e-23,-8.84208e-24,-6.79616e-23,-1.49615e-23,-1.49828e-22,-8.17513e-24,0,0,0,0,0,0,0,0,0,0,0,0.00466228,0.00242146,-3.89986e-05,-1.56339,-4.51875e-06,7.7113e-06,0.000667412,0,0,0,-1.57,0,0,-0,-7.65075e-06,-2.78193e-06,1.02882e-06,-6.57074e-07,-1.8829e-07,-6.4948e-07,-2.44008e-07,-4.41843e-07,-1.53373e-07,-3.08859e-07,-1.09985e-07,0,0,0,0,0,0,0,0,0,0,0
0.045,7.98566e-21,1.00393e-19,-9.93478e-21,-1.57,-4.14005e-21,-1.17032e-21,1.30627e-21,0,0,0,-1.57,0,0,-0,1.01765e-21,3.20927e-21,-1.72809e-21,-8.26927e-23,-1.49546e-23,-4.40126e-23,-9.00504e-24,-6.73847e-23,-1.47987e-23,-1.47076e-22,-8.23683e-24,0,0,0,0,0,0,0,0,0,0,0,0.0048319,0.00249707,-3.69833e-05,-1.56319,-4.53535e-06,7.95719e-06,0.000690152,0,0,0,-1.57,0,0,-0,-7.91102e-06,-2.72581e-06,1.06117e-06,-6.78974e-07,-1.94072e-07,-6.72264e-07,-2.51725e-07,-4.58895e-07,-1.58363e-07,-3.22433e-07,-1.13653e-07,0,0,0,0,0,0,0,0,0,0,0
0.046,6.69574e-21,1.0435e-19,-1.04081e-20,-1.57,-7.55078e-21,-1.18303e-21,6.12726e-22,0,0,0,-1.57,0,0,-0,9.95385e-22,3.42451e-21,-1.68975e-21,-8.18444e-23,-1.46834e-23,-4.45708e-23,-9.04126e-24,-6.97977e-23,-1.46764e-23,-1.50186e-22,-7.33453e-24,0,0,0,0,0,0,0,0,0,0,0,0.00500263,0.00257267,-3.49174e-05,-1.56299,-4.54936e-06,8.19872e-06,0.000712953,0,0,0,-1.57,0,0,-0,-8.17188e-06,-2.66491e-06,1.09328e-06,-7.0089e-07,-1.99826e-07,-6.95124e-07,-2.59416e-07,-4.76078e-07,-1.63343e-07,-3.36182e-07,-1.17318e-07,0,0,0,0,0,0,0,0,0,0,0
0.047,6.5836e-21,1.04024e-19,-9.29178e-21,-1.57,-1.05963e-20,-1.09361e-21,1.6808e-21,0,0,0,-1.57,0,0,-0,9.73716e-22,3.07918e-21,-1.72006e-21,-8.08151e-23,-1.49655e-23,-4.46721e-23,-9.06263e-24,-6.93038e-23,-1.50336e-23,-1.52298e-22,-7.45317e-24,0,0,0,0,0,0,0,0,0,0,0,0.00517437,0.00264821,-3.28083e-05,-1.56279,-4.56099e-06,8.4354e-06,0.000735804,0,0,0,-1.57,0,0,-0,-8.43313e-06,-2.59946e-06,1.12513e-06,-7.22807e-07,-2.05548e-07,-7.1804e-07,-2.67077e-07,-4.93378e-07,-1.68309e-07,-3.50093e-07,-1.20976e-07,0,0,0,0,0,0,0,0,0,0,0
0.048,9.59411e-21,1.07918e-19,-1.04974e-20,-1.57,-1.76344e-20,-1.20447e-21,4.75325e-21,0,0,0,-1.57,0,0,-0,9.53893e-22,2.75314e-21,-1.74932e-21,-8.30861e-23,-1.54657e-23,-4.65601e-23,-9.51402e-24,-6.87475e-23,-1.52173e-23,-1.56733e-22,-6.83718e-24,0,0,0,0,0,0,0,0,0,0,0,0.00534705,0.00272366,-3.06634e-05,-1.56259,-4.57044e-06,8.66675e-06,0.000758694,0,0,0,-1.57,0,0,-0,-8.69458e-06,-2.52967e-06,1.15668e-06,-7.44707e-07,-2.11232e-07,-7.40995e-07,-2.747e-07,-5.10779e-07,-1.73256e-07,-3.64154e-07,-1.24623e-07,0,0,0,0,0,0,0,0,0,0,0
0.049,9.77553e-21,1.07119e-19,-9.28517e-21,-1.57,-1.52678e-20,-1.10544e-21,-2.18054e-22,0,0,0,-1.57,0,0,-0,6.31637e-22,2.74416e-21,-1.7087e-21,-8.45785e-23,-1.58144e-23,-4.66753e-23,-9.56163e-24,-6.80126e-23,-1.50048e-23,-1.58125e-22,-6.89669e-24,0,0,0,0,0,0,0,0,0,0,0,0.00552058,0.00279898,-2.84896e-05,-1.56239,-4.57791e-06,8.89228e-06,0.000781614,0,0,0,-1.57,0,0,-0,-8.95602e-06,-2.45577e-06,1.18791e-06,-7.66574e-07,-2.16875e-07,-7.63972e-07,-2.82281e-07,-5.28269e-07,-1.78182e-07,-3.78353e-07,-1.28258e-07,0,0,0,0,0,0,0,0,0,0,0
0.05,1.03135e-20,1.06634e-19,-8.3434e-21,-1.57,-1.31159e-20,-1.03713e-21,-1.00695e-21,0,0,0,-1.57,0,0,-0,5.9058e-22,2.70535e-21,-1.6694e-21,-8.39048e-23,-1.56157e-23,-4.68806e-23,-9.61868e-24,-6.73802e-23,-1.48108e-23,-1.55296e-22,-5.90563e-24,0,0,0,0,0,0,0,0,0,0,0,0.00569488,0.00287416,-2.62939e-05,-1.5622,-4.58359e-06,9.11155e-06,0.000804553,0,0,0,-1.57,0,0,-0,-9.21727e-06,-2.37798e-06,1.21878e-06,-7.88391e-07,-2.22473e-07,-7.86951e-07,-2.89814e-07,-5.45832e-07,-1.83083e-07,-3.92677e-07,-1.31877e-07,0,0,0,0,0,0,0,0,0,0,0
0.051,1.13407e-20,1.10343e-19,-9.21691e-21,-1.57,-1.55184e-20,-1.09621e-21,-3.63749e-21,0,0,0,-1.57,0,0,-0,5.64017e-22,2.41047e-21,-1.62911e-21,-8.57597e-23,-1.54717e-23,-4.79905e-23,-9.85235e-24,-7.24008e-23,-1.42775e-23,-1.62829e-22,-6.22294e-24,0,0,0,0,0,0,0,0,0,0,0,0.00586987,0.00294916,-2.40828e-05,-1.562,-4.58767e-06,9.32413e-06,0.000827502,0,0,0,-1.57,0,0,-0,-9.47812e-06,-2.29652e-06,1.24928e-06,-8.10143e-07,-2.28021e-07,-8.09916e-07,-2.97293e-07,-5.63454e-07,-1.87954e-07,-4.07113e-07,-1.35477e-07,0,0,0,0,0,0,0,0,0,0,0
0.052,1.23611e-20,1.14032e-19,-1.00237e-20,-1.57,-1.76491e-20,-1.15351e-21,-6.26751e-21,0,0,0,-1.57,0,0,-0,5.35301e-22,2.11982e-21,-1.72623e-21,-8.76542e-23,-1.58765e-23,-4.91823e-23,-1.01033e-23,-7.52145e-23,-1.48333e-23,-1.65946e-22,-5.47017e-24,0,0,0,0,0,0,0,0,0,0,0,0.00604546,0.00302395,-2.18626e-05,-1.5618,-4.59032e-06,9.52961e-06,0.000850452,0,0,0,-1.57,0,0,-0,-9.73839e-06,-2.2116e-06,1.27939e-06,-8.31814e-07,-2.33516e-07,-8.3285e-07,-3.04713e-07,-5.81121e-07,-1.92793e-07,-4.21649e-07,-1.39056e-07,0,0,0,0,0,0,0,0,0,0,0
0.053,1.3902e-20,1.13627e-19,-9.23976e-21,-1.57,-1.51882e-20,-1.11233e-21,-5.27024e-21,0,0,0,-1.57,0,0,-0,4.90024e-22,2.08068e-21,-1.61627e-21,-9.15805e-23,-1.68188e-23,-4.97456e-23,-1.0265e-23,-7.47848e-23,-1.47081e-23,-1.71845e-22,-6.71965e-24,0,0,0,0,0,0,0,0,0,0,0,0.0062216,0.00309851,-1.96393e-05,-1.56161,-4.59171e-06,9.72759e-06,0.000873395,0,0,0,-1.57,0,0,-0,-9.99789e-06,-2.12343e-06,1.30907e-06,-8.53387e-07,-2.38955e-07,-8.55735e-07,-3.12069e-07,-5.98818e-07,-1.97595e-07,-4.36273e-07,-1.42612e-07,0,0,0,0,0,0,0,0,0,0,0
0.054,1.43997e-20,1.13143e-19,-8.27713e-21,-1.57,-1.29832e-20,-1.04072e-21,-3.92225e-21,0,0,0,-1.57,0,0,-0,7.25108e-22,2.31771e-21,-1.57758e-21,-9.2889e-23,-1.71263e-23,-4.98087e-23,-1.031e-23,-7.61522e-23,-1.39695e-23,-1.73012e-22,-7.87839e-24,0,0,0,0,0,0,0,0,0,0,0,0.00639819,0.00317281,-1.74187e-05,-1.56141,-4.59201e-06,9.91771e-06,0.000896321,0,0,0,-1.57,0,0,-0,-1.02564e-05,-2.03224e-06,1.3383e-06,-8.7485e-07,-2.44333e-07,-8.78554e-07,-3.19356e-07,-6.16533e-07,-2.02357e-07,-4.50971e-07,-1.4614e-07,0,0,0,0,0,0,0,0,0,0,0
0.055,1.49104e-20,1.12669e-19,-7.31539e-21,-1.57,-1.53395e-20,-9.61206e-22,-2.58128e-21,0,0,0,-1.57,0,0,-0,9.7802e-22,2.8248e-21,-1.53887e-21,-8.95123e-23,-1.68379e-23,-4.97951e-23,-1.0334e-23,-7.76454e-23,-1.38103e-23,-1.74519e-22,-7.97649e-24,0,0,0,0,0,0,0,0,0,0,0,0.00657518,0.00324684,-1.52064e-05,-1.56122,-4.59139e-06,1.00996e-05,0.000919224,0,0,0,-1.57,0,0,-0,-1.05138e-05,-1.93823e-06,1.36707e-06,-8.96185e-07,-2.49647e-07,-9.01291e-07,-3.26568e-07,-6.3425e-07,-2.07077e-07,-4.65732e-07,-1.4964e-07,0,0,0,0,0,0,0,0,0,0,0
0.056,1.42809e-20,1.1648e-19,-7.97659e-21,-1.57,-1.74202e-20,-9.85894e-22,-5.13524e-21,0,0,0,-1.57,0,0,-0,9.48321e-22,2.78949e-21,-1.49947e-21,-8.85692e-23,-1.70808e-23,-5.02168e-23,-1.03894e-23,-7.97578e-23,-1.42391e-23,-1.81109e-22,-7.05923e-24,0,0,0,0,0,0,0,0,0,0,0,0.00675249,0.00332056,-1.30076e-05,-1.56102,-4.58999e-06,1.0273e-05,0.000942096,0,0,0,-1.57,0,0,-0,-1.07699e-05,-1.84159e-06,1.39536e-06,-9.1738e-07,-2.54895e-07,-9.2393e-07,-3.33702e-07,-6.51956e-07,-2.1175e-07,-4.80542e-07,-1.53108e-07,0,0,0,0,0,0,0,0,0,0,0
0.057,1.52753e-20,1.20187e-19,-8.78344e-21,-1.57,-2.36027e-20,-1.03765e-21,-5.63397e-21,0,0,0,-1.57,0,0,-0,6.58164e-22,2.7576e-21,-1.52843e-21,-9.00245e-23,-1.68615e-23,-5.11631e-23,-1.05924e-23,-8.03859e-23,-1.47995e-23,-1.88408e-22,-6.29894e-24,0,0,0,0,0,0,0,0,0,0,0,0.00693006,0.00339397,-1.08275e-05,-1.56083,-4.58795e-06,1.04375e-05,0.00096493,0,0,0,-1.57,0,0,-0,-1.10245e-05,-1.74254e-06,1.42314e-06,-9.38419e-07,-2.60072e-07,-9.46455e-07,-3.40753e-07,-6.69637e-07,-2.16375e-07,-4.95389e-07,-1.56542e-07,0,0,0,0,0,0,0,0,0,0,0
0.058,1.58066e-20,1.19709e-19,-7.90933e-21,-1.57,-1.60875e-20,-9.78344e-22,-6.41836e-21,0,0,0,-1.57,0,0,-0,5.90884e-22,3.53741e-21,-1.55804e-21,-9.16642e-23,-1.66802e-23,-5.12606e-23,-1.06296e-23,-8.13428e-23,-1.45412e-23,-1.84362e-22,-5.23061e-24,0,0,0,0,0,0,0,0,0,0,0,0.00710781,0.00346703,-8.67063e-06,-1.56063,-4.58543e-06,1.05928e-05,0.000987718,0,0,0,-1.57,0,0,-0,-1.12775e-05,-1.64127e-06,1.4504e-06,-9.59289e-07,-2.65176e-07,-9.68849e-07,-3.47717e-07,-6.8728e-07,-2.20947e-07,-5.10262e-07,-1.59941e-07,0,0,0,0,0,0,0,0,0,0,0
0.059,1.54838e-20,1.23806e-19,-8.76166e-21,-1.57,-1.36685e-20,-1.04083e-21,-3.17834e-21,0,0,0,-1.57,0,0,-0,8.1925e-22,2.90116e-21,-1.52032e-21,-9.3232e-23,-1.69771e-23,-5.19088e-23,-1.07088e-23,-8.11957e-23,-1.49367e-23,-1.81888e-22,-5.42034e-24,0,0,0,0,0,0,0,0,0,0,0,0.0072857,0.00353973,-6.54167e-06,-1.56044,-4.58254e-06,1.07388e-05,0.00101046,0,0,0,-1.57,0,0,-0,-1.15286e-05,-1.53797e-06,1.47713e-06,-9.79977e-07,-2.70203e-07,-9.91097e-07,-3.54589e-07,-7.04872e-07,-2.25465e-07,-5.25146e-07,-1.63301e-07,0,0,0,0,0,0,0,0,0,0,0
0.06,1.60293e-20,1.23314e-19,-7.8042e-21,-1.57,-1.15328e-20,-9.69779e-22,-4.50156e-21,0,0,0,-1.57,0,0,-0,1.04753e-21,2.85554e-21,-1.61829e-21,-9.44548e-23,-1.78139e-23,-5.19145e-23,-1.07546e-23,-8.2392e-23,-1.47117e-23,-1.78437e-22,-5.5207e-24,0,0,0,0,0,0,0,0,0,0,0,0.00746365,0.00361206,-4.44487e-06,-1.56025,-4.57943e-06,1.08751e-05,0.00103313,0,0,0,-1.57,0,0,-0,-1.17777e-05,-1.43283e-06,1.5033e-06,-1.00047e-06,-2.75152e-07,-1.01319e-06,-3.61366e-07,-7.22399e-07,-2.29924e-07,-5.40031e-07,-1.6662e-07,0,0,0,0,0,0,0,0,0,0,0
0.061,1.56103e-20,1.22733e-19,-6.68618e-21,-1.57,-9.62538e-21,-8.664e-22,-9.74942e-21,0,0,0,-1.57,0,0,-0,1.27672e-21,3.10011e-21,-1.64473e-21,-9.31467e-23,-1.74949e-23,-5.15524e-23,-1.06886e-23,-8.32155e-23,-1.44115e-23,-1.74716e-22,-6.63249e-24,0,0,0,0,0,0,0,0,0,0,0,0.00764161,0.00368399,-2.38426e-06,-1.56006,-4.5762e-06,1.10015e-05,0.00105575,0,0,0,-1.57,0,0,-0,-1.20246e-05,-1.32603e-06,1.52891e-06,-1.02075e-06,-2.8002e-07,-1.0351e-06,-3.68043e-07,-7.39849e-07,-2.34324e-07,-5.54905e-07,-1.69898e-07,0,0,0,0,0,0,0,0,0,0,0
0.062,1.66507e-20,1.26452e-19,-7.55627e-21,-1.57,-1.65754e-20,-9.17735e-22,-1.23878e-20,0,0,0,-1.57,0,0,-0,1.25823e-21,3.34102e-21,-1.67103e-21,-9.43632e-23,-1.77788e-23,-5.23824e-23,-1.08881e-23,-8.37197e-23,-1.4408e-23,-1.82055e-22,-8.01961e-24,0,0,0,0,0,0,0,0,0,0,0,0.00781952,0.00375551,-3.63646e-07,-1.55987,-4.57297e-06,1.11178e-05,0.0010783,0,0,0,-1.57,0,0,-0,-1.22692e-05,-1.21775e-06,1.55394e-06,-1.04081e-06,-2.84803e-07,-1.05682e-06,-3.74617e-07,-7.57208e-07,-2.3866e-07,-5.69755e-07,-1.73131e-07,0,0,0,0,0,0,0,0,0,0,0
0.063,1.51354e-20,1.25789e-19,-6.21925e-21,-1.57,-1.4102e-20,-7.9177e-22,-1.46108e-20,0,0,0,-1.57,0,0,-0,1.21064e-21,3.57009e-21,-1.69853e-21,-9.48789e-23,-1.84469e-23,-5.16188e-23,-1.07063e-23,-8.41229e-23,-1.45658e-23,-1.73569e-22,-6.85726e-24,0,0,0,0,0,0,0,0,0,0,0,0.00799733,0.0038266,1.61341e-06,-1.55968,-4.56985e-06,1.12239e-05,0.00110077,0,0,0,-1.57,0,0,-0,-1.25114e-05,-1.10816e-06,1.57838e-06,-1.06064e-06,-2.89499e-07,-1.07834e-06,-3.81084e-07,-7.74465e-07,-2.42931e-07,-5.84569e-07,-1.76317e-07,0,0,0,0,0,0,0,0,0,0,0
0.064,1.50416e-20,1.25529e-19,-5.32986e-21,-1.57,-1.61885e-20,-7.15418e-22,-1.35428e-20,0,0,0,-1.57,0,0,-0,1.18182e-21,3.4907e-21,-1.72674e-21,-9.5426e-23,-1.85916e-23,-5.12159e-23,-1.06262e-23,-8.29984e-23,-1.48459e-23,-1.78957e-22,-5.85507e-24,0,0,0,0,0,0,0,0,0,0,0,0.00817497,0.00389726,3.54356e-06,-1.55949,-4.56694e-06,1.13195e-05,0.00112316,0,0,0,-1.57,0,0,-0,-1.27509e-05,-9.9744e-07,1.60221e-06,-1.08023e-06,-2.94107e-07,-1.09964e-06,-3.87441e-07,-7.91607e-07,-2.47135e-07,-5.99337e-07,-1.79456e-07,0,0,0,0,0,0,0,0,0,0,0
0.065,1.60757e-20,1.29293e-19,-6.42074e-21,-1.57,-1.37084e-20,-7.92762e-22,-1.6168e-20,0,0,0,-1.57,0,0,-0,1.12202e-21,3.44885e-21,-1.75309e-21,-9.70792e-23,-1.89257e-23,-5.20553e-23,-1.08175e-23,-8.72275e-23,-1.52881e-23,-1.809e-22,-5.01269e-24,0,0,0,0,0,0,0,0,0,0,0,0.00835241,0.00396747,5.42369e-06,-1.55931,-4.56433e-06,1.14045e-05,0.00114547,0,0,0,-1.57,0,0,-0,-1.29876e-05,-8.85747e-07,1.62543e-06,-1.09955e-06,-2.98624e-07,-1.12071e-06,-3.93685e-07,-8.08623e-07,-2.51269e-07,-6.14047e-07,-1.82545e-07,0,0,0,0,0,0,0,0,0,0,0
0.066,1.70589e-20,1.3303e-19,-7.35966e-21,-1.57,-1.58201e-20,-8.60945e-22,-1.61252e-20,0,0,0,-1.57,0,0,-0,1.3577e-21,2.84956e-21,-1.77998e-21,-9.63019e-23,-1.92093e-23,-5.28992e-23,-1.09977e-23,-8.73554e-23,-1.52199e-23,-1.79002e-22,-4.23248e-24,0,0,0,0,0,0,0,0,0,0,0,0.00852959,0.00403721,7.25089e-06,-1.55912,-4.56212e-06,1.14788e-05,0.00116768,0,0,0,-1.57,0,0,-0,-1.32215e-05,-7.73241e-07,1.64802e-06,-1.11861e-06,-3.03048e-07,-1.14153e-06,-3.99813e-07,-8.255e-07,-2.5533e-07,-6.28688e-07,-1.85582e-07,0,0,0,0,0,0,0,0,0,0,0
0.067,1.64592e-20,1.36811e-19,-7.90718e-21,-1.57,-2.20292e-20,-8.7923e-22,-2.02877e-20,0,0,0,-1.57,0,0,-0,1.33842e-21,2.81516e-21,-1.80667e-21,-9.49078e-23,-1.98973e-23,-5.32722e-23,-1.1039e-23,-9.15978e-23,-1.5621e-23,-1.81461e-22,-5.56353e-24,0,0,0,0,0,0,0,0,0,0,0,0.00870646,0.00410647,9.02246e-06,-1.55894,-4.5604e-06,1.15423e-05,0.00118981,0,0,0,-1.57,0,0,-0,-1.34523e-05,-6.60076e-07,1.66999e-06,-1.13739e-06,-3.07377e-07,-1.1621e-06,-4.05822e-07,-8.42227e-07,-2.59317e-07,-6.43248e-07,-1.88566e-07,0,0,0,0,0,0,0,0,0,0,0
0.068,1.76544e-20,1.45161e-19,-1.06467e-20,-1.57,-2.75132e-20,-1.0979e-21,-1.8182e-20,0,0,0,-1.57,0,0,-0,1.30217e-21,3.57602e-21,-1.76599e-21,-9.47395e-23,-1.96795e-23,-5.52159e-23,-1.14024e-23,-9.31023e-23,-1.62822e-23,-1.85614e-22,-6.02551e-24,0,0,0,0,0,0,0,0,0,0,0,0.00888298,0.00417525,1.07359e-05,-1.55875,-4.55923e-06,1.15948e-05,0.00121184,0,0,0,-1.57,0,0,-0,-1.36799e-05,-5.46401e-07,1.69131e-06,-1.15589e-06,-3.11609e-07,-1.1824e-06,-4.11708e-07,-8.58793e-07,-2.63229e-07,-6.57717e-07,-1.91496e-07,0,0,0,0,0,0,0,0,0,0,0
